"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5)
HHS Regions,Region 2,2019,14,180,19,92,1,1,1,0,0,0
HHS Regions,Region 3,2019,14,533,64,188,0,5,6,3,0,0
HHS Regions,Region 4,2019,14,215,39,51,0,0,3,1,0,0
HHS Regions,Region 5,2019,14,460,91,135,4,2,6,5,0,0
HHS Regions,Region 6,2019,14,142,4,26,1,7,7,0,0,0
HHS Regions,Region 7,2019,14,78,6,24,0,0,9,0,0,0
HHS Regions,Region 8,2019,14,186,22,86,2,3,15,0,0,0
HHS Regions,Region 9,2019,14,565,68,176,12,63,8,3,0,0
HHS Regions,Region 10,2019,14,155,12,54,0,14,1,1,0,0
HHS Regions,Region 1,2019,15,115,7,62,0,1,10,7,0,0
HHS Regions,Region 2,2019,15,134,23,50,0,2,3,0,0,0
HHS Regions,Region 3,2019,15,434,40,178,1,8,14,5,0,0
HHS Regions,Region 4,2019,15,202,26,44,1,0,1,0,0,0
HHS Regions,Region 5,2019,15,406,50,92,2,0,6,3,0,0
HHS Regions,Region 6,2019,15,131,8,20,0,3,4,2,0,0
HHS Regions,Region 7,2019,15,37,1,8,0,0,2,0,0,0
HHS Regions,Region 8,2019,15,114,19,37,1,2,7,0,0,0
HHS Regions,Region 9,2019,15,408,41,126,4,61,9,1,0,0
HHS Regions,Region 10,2019,15,161,2,43,0,2,2,0,0,0
HHS Regions,Region 1,2019,16,68,2,21,0,0,11,6,0,0
HHS Regions,Region 2,2019,16,69,12,35,0,1,2,0,0,0
HHS Regions,Region 3,2019,16,268,19,70,0,3,6,3,0,0
HHS Regions,Region 4,2019,16,145,11,22,3,0,4,1,0,0
HHS Regions,Region 5,2019,16,297,29,46,1,2,3,7,0,0
HHS Regions,Region 6,2019,16,90,5,7,0,3,3,0,0,0
HHS Regions,Region 7,2019,16,41,2,4,0,0,2,2,0,0
HHS Regions,Region 8,2019,16,90,11,39,0,0,10,0,0,0
HHS Regions,Region 9,2019,16,317,34,92,2,14,8,0,0,0
HHS Regions,Region 10,2019,16,109,5,18,1,2,1,0,0,0
HHS Regions,Region 1,2019,17,35,3,7,0,0,4,0,0,0
HHS Regions,Region 2,2019,17,63,8,23,0,0,2,1,0,0
HHS Regions,Region 3,2019,17,177,21,16,0,1,7,1,0,0
HHS Regions,Region 4,2019,17,148,9,19,0,0,1,0,0,0
HHS Regions,Region 5,2019,17,221,21,34,0,0,6,9,0,0
HHS Regions,Region 6,2019,17,92,6,5,1,0,2,0,0,0
HHS Regions,Region 7,2019,17,25,0,4,0,0,1,0,0,0
HHS Regions,Region 8,2019,17,59,4,17,0,0,6,0,0,0
HHS Regions,Region 9,2019,17,317,16,77,3,54,10,3,0,0
HHS Regions,Region 10,2019,17,114,0,16,0,12,0,0,0,0
HHS Regions,Region 1,2019,18,31,0,1,0,0,3,3,0,0
HHS Regions,Region 2,2019,18,59,4,20,0,1,3,0,0,0
HHS Regions,Region 3,2019,18,162,6,5,0,0,7,2,0,0
HHS Regions,Region 4,2019,18,104,14,18,3,0,5,1,0,0
HHS Regions,Region 5,2019,18,185,8,22,0,0,4,3,0,0
HHS Regions,Region 6,2019,18,70,4,5,0,0,1,0,0,0
HHS Regions,Region 7,2019,18,21,1,3,0,0,0,0,0,0
HHS Regions,Region 8,2019,18,55,2,12,1,2,6,0,0,0
HHS Regions,Region 9,2019,18,255,20,64,2,7,11,2,0,0
HHS Regions,Region 10,2019,18,101,6,8,0,3,0,0,0,0
HHS Regions,Region 1,2019,19,18,0,0,0,0,2,0,0,0
HHS Regions,Region 2,2019,19,54,11,14,0,0,0,0,0,0
HHS Regions,Region 3,2019,19,126,0,5,0,0,1,0,0,0
HHS Regions,Region 4,2019,19,76,6,10,0,0,4,2,0,0
HHS Regions,Region 5,2019,19,161,12,7,1,1,8,0,0,0
HHS Regions,Region 6,2019,19,55,1,3,0,3,1,1,0,0
HHS Regions,Region 7,2019,19,23,1,1,0,0,1,0,0,0
HHS Regions,Region 8,2019,19,38,1,10,0,0,3,0,0,0
HHS Regions,Region 9,2019,19,219,13,36,13,14,21,6,0,0
HHS Regions,Region 10,2019,19,77,0,8,0,4,0,0,0,0
HHS Regions,Region 1,2019,20,15,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2019,20,68,5,18,0,0,0,0,0,0
HHS Regions,Region 3,2019,20,114,1,0,0,0,9,0,0,0
HHS Regions,Region 4,2019,20,82,7,10,0,0,7,2,0,0
HHS Regions,Region 5,2019,20,114,1,6,0,2,5,3,0,0
HHS Regions,Region 6,2019,20,65,3,5,0,5,4,0,0,0
HHS Regions,Region 7,2019,20,18,1,0,0,0,0,0,0,0
HHS Regions,Region 8,2019,20,31,1,9,0,1,2,0,0,0
HHS Regions,Region 9,2019,20,213,22,32,3,2,13,2,0,0
HHS Regions,Region 10,2019,20,83,2,1,0,1,0,0,0,0
HHS Regions,Region 1,2019,21,14,0,2,0,0,1,0,0,0
HHS Regions,Region 2,2019,21,32,3,14,0,0,0,0,0,0
HHS Regions,Region 3,2019,21,76,3,4,0,0,3,0,0,0
HHS Regions,Region 4,2019,21,44,1,4,1,0,4,1,0,0
HHS Regions,Region 5,2019,21,80,2,3,0,0,1,0,0,0
HHS Regions,Region 6,2019,21,66,6,5,1,0,3,0,0,0
HHS Regions,Region 7,2019,21,6,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2019,21,19,2,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,21,161,12,27,2,0,15,2,0,0
HHS Regions,Region 10,2019,21,55,0,7,0,3,0,0,0,0
HHS Regions,Region 1,2019,22,7,0,0,0,0,0,1,0,0
HHS Regions,Region 2,2019,22,33,7,14,0,0,0,0,0,0
HHS Regions,Region 3,2019,22,73,0,2,0,0,1,0,0,0
HHS Regions,Region 4,2019,22,48,1,3,0,0,5,1,0,0
HHS Regions,Region 5,2019,22,66,1,4,0,0,3,1,0,0
HHS Regions,Region 6,2019,22,35,1,2,0,5,0,0,0,0
HHS Regions,Region 7,2019,22,10,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2019,22,22,1,1,0,1,0,0,0,0
HHS Regions,Region 9,2019,22,197,12,21,3,1,16,8,0,0
HHS Regions,Region 10,2019,22,80,0,8,1,13,0,0,0,0
HHS Regions,Region 1,2019,23,9,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,23,48,4,22,0,0,0,0,0,0
HHS Regions,Region 3,2019,23,42,1,2,0,0,1,0,0,0
HHS Regions,Region 4,2019,23,42,4,0,0,0,5,0,0,0
HHS Regions,Region 5,2019,23,66,1,4,0,0,6,0,0,0
HHS Regions,Region 6,2019,23,36,0,1,1,0,1,0,0,0
HHS Regions,Region 7,2019,23,13,0,0,2,0,6,0,0,0
HHS Regions,Region 8,2019,23,12,0,2,0,0,0,0,0,0
HHS Regions,Region 9,2019,23,143,11,13,1,0,13,1,0,0
HHS Regions,Region 10,2019,23,91,4,10,0,19,0,0,0,0
HHS Regions,Region 1,2019,24,13,1,0,1,0,0,0,0,0
HHS Regions,Region 2,2019,24,40,2,21,0,1,0,0,0,0
HHS Regions,Region 3,2019,24,40,2,0,1,0,0,0,0,0
HHS Regions,Region 4,2019,24,36,1,4,1,0,4,0,0,0
HHS Regions,Region 5,2019,24,76,2,5,0,0,1,0,0,0
HHS Regions,Region 6,2019,24,43,4,2,0,1,1,0,0,0
HHS Regions,Region 7,2019,24,6,1,0,2,0,0,0,0,0
HHS Regions,Region 8,2019,24,5,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,24,135,6,14,1,2,13,2,0,0
HHS Regions,Region 10,2019,24,44,2,11,1,2,0,0,0,0
HHS Regions,Region 1,2019,25,5,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,25,46,4,21,0,0,0,0,0,0
HHS Regions,Region 3,2019,25,33,0,2,0,0,0,0,0,0
HHS Regions,Region 4,2019,25,25,1,0,0,0,1,0,0,0
HHS Regions,Region 5,2019,25,56,0,6,0,0,0,0,0,0
HHS Regions,Region 6,2019,25,34,1,0,0,0,0,0,0,0
HHS Regions,Region 7,2019,25,8,0,0,1,0,0,0,0,0
HHS Regions,Region 8,2019,25,16,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,25,93,11,4,1,2,12,0,0,0
HHS Regions,Region 10,2019,25,78,0,18,0,7,0,0,0,0
HHS Regions,Region 1,2019,26,7,0,0,0,0,1,0,0,0
HHS Regions,Region 2,2019,26,41,3,17,0,0,0,1,0,0
HHS Regions,Region 3,2019,26,34,1,1,0,0,0,0,0,0
HHS Regions,Region 4,2019,26,28,2,4,0,0,0,0,0,0
HHS Regions,Region 5,2019,26,45,2,4,0,0,3,1,0,0
HHS Regions,Region 6,2019,26,30,0,0,0,2,1,0,0,0
HHS Regions,Region 7,2019,26,7,0,0,0,1,0,0,0,0
HHS Regions,Region 8,2019,26,15,0,4,1,0,0,0,0,0
HHS Regions,Region 9,2019,26,119,13,7,1,1,7,1,0,0
HHS Regions,Region 10,2019,26,61,0,11,0,0,0,0,0,0
HHS Regions,Region 1,2019,27,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,27,31,6,16,0,0,0,0,0,0
HHS Regions,Region 3,2019,27,49,1,0,0,0,1,0,0,0
HHS Regions,Region 4,2019,27,27,5,3,0,0,0,0,0,0
HHS Regions,Region 5,2019,27,68,13,9,1,0,0,0,0,0
HHS Regions,Region 6,2019,27,17,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2019,27,6,1,1,0,0,1,0,0,0
HHS Regions,Region 8,2019,27,10,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,27,82,1,4,2,3,11,1,0,0
HHS Regions,Region 10,2019,27,70,2,7,0,0,0,0,0,0
HHS Regions,Region 1,2019,28,8,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2019,28,37,0,10,0,2,0,0,0,0
HHS Regions,Region 3,2019,28,64,0,2,0,0,0,0,0,0
HHS Regions,Region 4,2019,28,22,1,0,0,0,0,0,0,0
HHS Regions,Region 5,2019,28,40,1,3,0,0,0,0,0,0
HHS Regions,Region 6,2019,28,52,0,6,0,0,0,0,0,0
HHS Regions,Region 7,2019,28,5,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2019,28,23,2,3,0,0,0,0,0,0
HHS Regions,Region 9,2019,28,90,6,3,0,0,9,1,0,0
HHS Regions,Region 10,2019,28,60,0,12,1,0,0,0,0,0
HHS Regions,Region 1,2019,29,3,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2019,29,33,2,17,0,0,0,0,0,0
HHS Regions,Region 3,2019,29,49,1,1,0,0,0,0,0,0
HHS Regions,Region 4,2019,29,25,2,3,0,0,1,0,0,0
HHS Regions,Region 5,2019,29,40,1,5,0,0,1,0,0,0
HHS Regions,Region 6,2019,29,29,0,3,0,0,0,0,0,0
HHS Regions,Region 7,2019,29,12,1,1,0,0,1,0,0,0
HHS Regions,Region 8,2019,29,15,1,3,0,0,1,0,0,0
HHS Regions,Region 9,2019,29,69,3,7,4,1,6,0,0,0
HHS Regions,Region 10,2019,29,48,1,14,0,0,0,0,0,0
HHS Regions,Region 1,2019,30,3,1,1,0,0,0,0,0,0
HHS Regions,Region 2,2019,30,32,5,9,0,0,0,0,0,0
HHS Regions,Region 3,2019,30,54,2,0,0,0,1,0,0,0
HHS Regions,Region 4,2019,30,36,4,1,0,0,1,0,0,0
HHS Regions,Region 5,2019,30,30,1,3,0,0,0,0,0,0
HHS Regions,Region 6,2019,30,25,2,2,0,0,0,0,0,0
HHS Regions,Region 7,2019,30,6,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2019,30,13,1,3,0,0,0,0,0,0
HHS Regions,Region 9,2019,30,70,3,5,2,1,9,0,0,0
HHS Regions,Region 10,2019,30,27,0,5,0,2,0,0,0,0
HHS Regions,Region 1,2019,31,4,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,31,35,3,15,0,0,0,0,0,0
HHS Regions,Region 3,2019,31,37,0,0,0,0,0,1,0,0
HHS Regions,Region 4,2019,31,40,3,4,0,0,1,0,0,0
HHS Regions,Region 5,2019,31,47,1,1,0,0,0,0,0,0
HHS Regions,Region 6,2019,31,30,2,3,0,0,1,0,0,0
HHS Regions,Region 7,2019,31,3,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2019,31,10,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,31,74,3,2,2,0,8,1,0,0
HHS Regions,Region 10,2019,31,56,0,5,0,1,0,0,0,0
HHS Regions,Region 1,2019,32,1,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,32,31,4,16,0,0,0,0,0,0
HHS Regions,Region 3,2019,32,55,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2019,32,24,1,0,0,0,2,0,0,0
HHS Regions,Region 5,2019,32,40,0,4,0,0,0,0,0,0
HHS Regions,Region 6,2019,32,31,1,0,0,0,5,0,0,0
HHS Regions,Region 7,2019,32,2,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2019,32,5,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,32,67,0,2,0,1,9,0,0,0
HHS Regions,Region 10,2019,32,39,0,8,0,0,0,0,0,0
HHS Regions,Region 1,2019,33,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,33,32,7,13,0,0,0,0,0,0
HHS Regions,Region 3,2019,33,44,1,2,0,0,0,0,0,0
HHS Regions,Region 4,2019,33,45,3,6,0,0,3,0,0,0
HHS Regions,Region 5,2019,33,40,1,1,0,0,2,0,0,0
HHS Regions,Region 6,2019,33,47,3,1,0,0,16,0,0,0
HHS Regions,Region 7,2019,33,7,1,1,0,0,0,0,0,0
HHS Regions,Region 8,2019,33,7,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,33,71,4,3,3,0,17,0,0,0
HHS Regions,Region 10,2019,33,48,0,6,0,0,0,0,0,0
HHS Regions,Region 1,2019,34,5,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,34,43,4,12,0,1,0,0,0,0
HHS Regions,Region 3,2019,34,32,3,1,0,0,0,0,0,0
HHS Regions,Region 4,2019,34,33,1,1,0,0,5,0,0,0
HHS Regions,Region 5,2019,34,62,3,4,0,0,3,0,0,0
HHS Regions,Region 6,2019,34,48,5,0,0,1,11,0,0,0
HHS Regions,Region 7,2019,34,7,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2019,34,4,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,34,73,2,6,1,0,13,0,0,0
HHS Regions,Region 10,2019,34,49,0,11,0,0,0,0,0,0
HHS Regions,Region 1,2019,35,9,1,1,0,0,0,0,0,0
HHS Regions,Region 2,2019,35,41,1,6,1,0,0,0,0,0
HHS Regions,Region 3,2019,35,57,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2019,35,34,3,5,0,0,4,0,0,0
HHS Regions,Region 5,2019,35,48,2,6,2,0,2,0,0,0
HHS Regions,Region 6,2019,35,51,1,1,0,1,16,0,0,0
HHS Regions,Region 7,2019,35,9,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2019,35,11,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,35,72,2,5,1,3,7,0,0,0
HHS Regions,Region 10,2019,35,39,1,8,0,2,0,0,0,0
HHS Regions,Region 1,2019,36,4,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,36,31,0,7,0,0,0,0,0,0
HHS Regions,Region 3,2019,36,53,1,3,1,0,1,0,0,0
HHS Regions,Region 4,2019,36,45,1,11,0,0,4,1,0,0
HHS Regions,Region 5,2019,36,57,0,8,0,0,3,0,0,0
HHS Regions,Region 6,2019,36,62,5,1,0,1,14,0,0,0
HHS Regions,Region 7,2019,36,18,5,1,0,0,0,0,0,0
HHS Regions,Region 8,2019,36,11,1,3,0,0,0,0,0,0
HHS Regions,Region 9,2019,36,100,1,3,7,0,7,0,0,0
HHS Regions,Region 10,2019,36,72,2,17,1,0,0,0,0,0
HHS Regions,Region 1,2019,37,7,2,1,0,0,0,0,0,0
HHS Regions,Region 2,2019,37,23,1,5,0,0,0,0,0,0
HHS Regions,Region 3,2019,37,92,0,9,0,2,1,0,0,0
HHS Regions,Region 4,2019,37,69,3,11,0,0,13,2,0,0
HHS Regions,Region 5,2019,37,90,1,10,0,0,7,0,0,0
HHS Regions,Region 6,2019,37,82,1,2,1,0,16,0,0,0
HHS Regions,Region 7,2019,37,26,0,0,0,0,1,0,0,0
HHS Regions,Region 8,2019,37,29,1,4,0,0,0,0,0,0
HHS Regions,Region 9,2019,37,121,3,13,13,0,6,0,0,0
HHS Regions,Region 10,2019,37,56,0,14,0,0,0,0,0,0
HHS Regions,Region 1,2019,38,16,2,2,0,0,1,0,0,0
HHS Regions,Region 2,2019,38,22,0,5,0,0,0,0,0,0
HHS Regions,Region 3,2019,38,100,0,4,0,3,1,0,0,0
HHS Regions,Region 4,2019,38,79,3,11,1,0,16,0,0,0
HHS Regions,Region 5,2019,38,145,4,9,0,0,3,0,0,0
HHS Regions,Region 6,2019,38,127,14,2,2,1,13,0,0,0
HHS Regions,Region 7,2019,38,54,0,2,0,0,1,0,0,0
HHS Regions,Region 8,2019,38,39,0,8,0,0,1,0,0,0
HHS Regions,Region 9,2019,38,125,4,7,7,0,10,0,0,0
HHS Regions,Region 10,2019,38,63,0,9,0,1,0,0,0,0
HHS Regions,Region 1,2019,39,13,0,5,0,0,0,0,0,0
HHS Regions,Region 2,2019,39,35,1,11,0,0,0,0,0,0
HHS Regions,Region 3,2019,39,136,1,3,1,1,0,0,0,0
HHS Regions,Region 4,2019,39,92,6,4,0,2,21,0,0,0
HHS Regions,Region 5,2019,39,136,4,10,1,0,2,0,0,0
HHS Regions,Region 6,2019,39,100,3,0,0,0,12,0,0,0
HHS Regions,Region 7,2019,39,33,1,3,0,0,0,0,0,0
HHS Regions,Region 8,2019,39,27,0,7,0,0,1,0,0,0
HHS Regions,Region 9,2019,39,142,2,6,15,3,12,0,0,0
HHS Regions,Region 10,2019,39,84,0,11,1,1,1,0,0,0
HHS Regions,Region 1,2019,40,26,0,6,0,0,0,0,0,0
HHS Regions,Region 2,2019,40,37,0,4,0,1,1,0,0,0
HHS Regions,Region 3,2019,40,175,0,2,0,1,3,0,0,0
HHS Regions,Region 4,2019,40,132,12,3,1,0,21,1,0,0
HHS Regions,Region 5,2019,40,163,0,8,0,0,3,0,0,0
HHS Regions,Region 6,2019,40,112,2,2,0,3,12,0,0,0
HHS Regions,Region 7,2019,40,55,3,2,0,0,0,0,0,0
HHS Regions,Region 8,2019,40,43,0,7,0,0,0,0,0,0
HHS Regions,Region 9,2019,40,163,8,14,20,2,16,0,0,0
HHS Regions,Region 10,2019,40,81,0,9,0,0,0,0,0,0
HHS Regions,Region 1,2019,41,19,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2019,41,45,0,9,0,0,0,0,0,0
HHS Regions,Region 3,2019,41,165,2,5,0,0,2,0,0,0
HHS Regions,Region 4,2019,41,146,12,10,0,0,26,2,0,0
HHS Regions,Region 5,2019,41,205,0,6,2,0,2,0,0,0
HHS Regions,Region 6,2019,41,109,2,0,0,3,18,0,0,0
HHS Regions,Region 7,2019,41,63,3,2,0,0,0,0,0,0
HHS Regions,Region 8,2019,41,44,3,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,41,205,9,20,20,3,20,0,0,0
HHS Regions,Region 10,2019,41,100,1,11,0,1,2,0,0,0
HHS Regions,Region 1,2019,42,33,1,2,0,0,0,0,0,0
HHS Regions,Region 2,2019,42,34,0,12,0,0,0,0,0,0
HHS Regions,Region 3,2019,42,234,6,5,0,1,3,0,0,0
HHS Regions,Region 4,2019,42,188,6,11,0,2,20,2,0,0
HHS Regions,Region 5,2019,42,200,0,7,0,6,6,0,0,0
HHS Regions,Region 6,2019,42,111,2,1,0,1,16,0,0,0
HHS Regions,Region 7,2019,42,53,2,2,0,0,2,0,0,0
HHS Regions,Region 8,2019,42,59,3,11,0,0,2,0,0,0
HHS Regions,Region 9,2019,42,237,13,19,23,1,28,1,0,0
HHS Regions,Region 10,2019,42,107,3,12,1,2,0,0,0,0
HHS Regions,Region 1,2019,43,30,0,1,0,0,2,0,0,0
HHS Regions,Region 2,2019,43,50,1,7,0,1,0,1,0,0
HHS Regions,Region 3,2019,43,300,2,4,0,3,4,0,0,0
HHS Regions,Region 4,2019,43,183,7,6,0,2,45,2,0,0
HHS Regions,Region 5,2019,43,214,6,4,1,5,3,0,0,0
HHS Regions,Region 6,2019,43,118,1,7,0,3,14,0,0,0
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,0
HHS Regions,Region 8,2019,43,70,4,11,0,0,3,0,0,0
HHS Regions,Region 9,2019,43,320,17,25,47,4,20,2,0,0
HHS Regions,Region 10,2019,43,134,10,9,0,2,3,0,0,0
HHS Regions,Region 1,2019,44,52,1,5,0,0,0,0,0,0
HHS Regions,Region 2,2019,44,52,1,8,0,1,0,0,0,0
HHS Regions,Region 3,2019,44,300,2,6,0,0,10,0,0,0
HHS Regions,Region 4,2019,44,198,7,6,0,8,26,3,0,0
HHS Regions,Region 5,2019,44,241,5,4,1,15,10,2,0,0
HHS Regions,Region 6,2019,44,136,3,0,1,5,16,0,0,0
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,0
HHS Regions,Region 8,2019,44,73,2,10,0,1,6,0,0,0
HHS Regions,Region 9,2019,44,364,22,13,81,9,45,0,0,0
HHS Regions,Region 10,2019,44,118,3,9,0,0,7,0,0,0
HHS Regions,Region 1,2019,45,62,1,0,0,0,4,0,0,0
HHS Regions,Region 2,2019,45,88,0,3,0,0,1,0,0,0
HHS Regions,Region 3,2019,45,342,7,4,0,2,7,1,0,0
HHS Regions,Region 4,2019,45,301,22,4,2,5,60,3,0,0
HHS Regions,Region 5,2019,45,282,7,1,2,25,9,2,0,0
HHS Regions,Region 6,2019,45,166,3,12,0,4,19,0,0,0
HHS Regions,Region 7,2019,45,75,14,1,1,0,3,1,0,0
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,0
HHS Regions,Region 9,2019,45,799,56,27,200,32,107,2,0,0
HHS Regions,Region 10,2019,45,138,7,7,0,6,5,1,0,0
HHS Regions,Region 1,2019,46,39,1,0,0,0,1,0,0,0
HHS Regions,Region 2,2019,46,91,4,1,0,0,5,0,0,0
HHS Regions,Region 3,2019,46,279,11,2,0,8,27,0,0,0
HHS Regions,Region 4,2019,46,285,25,7,0,6,65,2,0,0
HHS Regions,Region 5,2019,46,265,16,8,1,7,21,2,0,0
HHS Regions,Region 6,2019,46,182,12,3,1,7,35,0,0,0
HHS Regions,Region 7,2019,46,82,14,2,0,1,7,1,0,0
HHS Regions,Region 8,2019,46,101,7,8,0,2,30,0,0,0
HHS Regions,Region 9,2019,46,715,53,16,142,40,119,5,0,0
HHS Regions,Region 10,2019,46,169,6,11,2,18,20,0,0,0
HHS Regions,Region 1,2019,47,64,10,3,0,1,5,0,0,0
HHS Regions,Region 2,2019,47,78,4,4,0,0,6,0,0,0
HHS Regions,Region 3,2019,47,342,19,10,0,21,39,0,0,0
HHS Regions,Region 4,2019,47,389,26,8,1,5,107,0,0,0
HHS Regions,Region 5,2019,47,351,35,5,2,10,38,5,0,0
HHS Regions,Region 6,2019,47,306,22,15,2,13,65,1,0,0
HHS Regions,Region 7,2019,47,116,13,2,0,1,5,0,0,0
HHS Regions,Region 8,2019,47,123,21,5,0,2,32,0,0,0
HHS Regions,Region 9,2019,47,828,89,21,167,73,106,3,0,0
HHS Regions,Region 10,2019,47,211,19,5,1,47,20,1,0,0
HHS Regions,Region 1,2019,48,65,18,5,0,0,6,0,0,0
HHS Regions,Region 2,2019,48,63,13,9,0,2,6,0,0,0
HHS Regions,Region 3,2019,48,342,32,12,0,16,62,0,0,0
HHS Regions,Region 4,2019,48,315,57,7,3,14,89,1,0,0
HHS Regions,Region 5,2019,48,352,49,6,3,9,74,2,0,0
HHS Regions,Region 6,2019,48,194,36,3,1,11,56,0,0,0
HHS Regions,Region 7,2019,48,90,19,4,0,0,16,0,0,0
HHS Regions,Region 8,2019,48,130,28,11,0,1,46,0,0,0
HHS Regions,Region 9,2019,48,592,105,14,85,37,104,2,0,0
HHS Regions,Region 10,2019,48,216,12,12,0,51,41,5,0,0
HHS Regions,Region 1,2019,49,105,33,8,0,0,11,0,0,0
HHS Regions,Region 2,2019,49,94,12,12,0,3,7,1,0,0
HHS Regions,Region 3,2019,49,441,39,7,0,34,90,2,0,0
HHS Regions,Region 4,2019,49,452,103,7,0,8,87,1,0,0
HHS Regions,Region 5,2019,49,442,46,9,1,15,77,3,0,0
HHS Regions,Region 6,2019,49,339,52,4,0,16,88,0,0,0
HHS Regions,Region 7,2019,49,150,25,2,0,3,24,0,0,0
HHS Regions,Region 8,2019,49,173,31,7,0,3,72,0,0,0
HHS Regions,Region 9,2019,49,826,156,15,84,33,166,6,0,0
HHS Regions,Region 10,2019,49,237,16,12,1,80,35,1,0,0
HHS Regions,Region 1,2019,50,126,44,10,0,1,24,2,0,0
HHS Regions,Region 2,2019,50,112,19,5,0,10,18,1,0,0
HHS Regions,Region 3,2019,50,574,69,10,0,56,153,3,0,0
HHS Regions,Region 4,2019,50,493,128,12,3,12,125,1,0,0
HHS Regions,Region 5,2019,50,485,55,9,0,11,84,2,0,0
HHS Regions,Region 6,2019,50,318,51,5,2,23,70,0,0,0
HHS Regions,Region 7,2019,50,156,28,4,0,1,44,1,0,0
HHS Regions,Region 8,2019,50,192,46,3,0,8,63,0,0,0
HHS Regions,Region 9,2019,50,718,162,13,36,68,154,5,0,0
HHS Regions,Region 10,2019,50,330,18,7,0,121,72,0,0,0
HHS Regions,Region 1,2019,51,151,59,5,0,2,34,2,0,0
HHS Regions,Region 2,2019,51,131,29,5,1,7,13,3,0,0
HHS Regions,Region 3,2019,51,632,101,6,1,49,216,2,0,0
HHS Regions,Region 4,2019,51,613,194,6,2,24,155,2,0,0
HHS Regions,Region 5,2019,51,493,70,3,5,22,123,4,0,0
HHS Regions,Region 6,2019,51,337,59,0,0,24,95,0,0,0
HHS Regions,Region 7,2019,51,216,72,4,2,2,51,1,0,0
HHS Regions,Region 8,2019,51,301,93,6,1,7,106,0,0,0
HHS Regions,Region 9,2019,51,738,205,8,37,20,197,2,0,0
HHS Regions,Region 10,2019,51,402,33,9,3,119,120,0,0,0
HHS Regions,Region 1,2019,52,160,61,5,0,0,53,0,0,0
HHS Regions,Region 2,2019,52,118,28,6,0,8,20,10,0,0
HHS Regions,Region 3,2019,52,803,206,24,2,32,314,3,0,0
HHS Regions,Region 4,2019,52,421,194,5,1,5,104,2,0,0
HHS Regions,Region 5,2019,52,584,162,8,6,30,155,6,0,0
HHS Regions,Region 6,2019,52,232,71,1,0,32,37,0,0,0
HHS Regions,Region 7,2019,52,207,48,4,1,2,95,0,0,0
HHS Regions,Region 8,2019,52,331,94,8,0,9,134,1,0,0
HHS Regions,Region 9,2019,52,855,281,20,16,101,215,2,0,0
HHS Regions,Region 10,2019,52,503,65,7,1,129,199,0,0,0
HHS Regions,Region 1,2020,1,195,74,11,3,0,51,2,0,0
HHS Regions,Region 2,2020,1,180,53,9,2,13,29,7,0,0
HHS Regions,Region 3,2020,1,870,225,25,0,29,286,1,0,0
HHS Regions,Region 4,2020,1,457,211,12,2,4,89,1,0,0
HHS Regions,Region 5,2020,1,624,157,6,4,17,192,5,0,0
