"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5)
HHS Regions,Region 2,2021,4,134,1,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,4,3523,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,4,2852,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,4,143,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,4,240,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,4,2343,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,4,1495,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,4,1759,0,0,2,1,0,0,0,0
HHS Regions,Region 10,2021,4,648,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,5,3706,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,5,113,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,5,3546,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,5,1663,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,5,106,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,5,251,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,5,2679,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,5,1479,0,0,2,2,0,0,0,0
HHS Regions,Region 9,2021,5,2073,0,0,1,1,0,0,0,0
HHS Regions,Region 10,2021,5,678,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,6,2905,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,6,121,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,6,5103,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,6,2439,0,0,0,1,1,0,0,0
HHS Regions,Region 5,2021,6,123,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,6,237,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,6,2498,0,0,1,0,0,0,0,0
HHS Regions,Region 8,2021,6,1427,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,6,1729,0,0,1,0,0,0,0,0
HHS Regions,Region 10,2021,6,564,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,7,2856,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,7,110,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,7,3007,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,7,1573,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,7,107,0,0,0,0,0,1,0,0
HHS Regions,Region 6,2021,7,125,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,7,1980,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,7,1186,0,0,2,0,0,0,0,0
HHS Regions,Region 9,2021,7,1740,0,0,1,1,0,0,0,0
HHS Regions,Region 10,2021,7,731,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,8,2624,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,8,185,0,0,0,1,0,0,0,0
HHS Regions,Region 3,2021,8,2924,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,8,3783,1,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,8,287,0,0,0,2,0,0,0,0
HHS Regions,Region 6,2021,8,212,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,8,2161,0,0,1,0,0,0,0,0
HHS Regions,Region 8,2021,8,1021,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2021,8,2577,0,0,0,2,0,0,0,0
HHS Regions,Region 10,2021,8,835,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,9,2324,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,9,1226,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,9,2176,0,0,1,0,0,0,0,0
HHS Regions,Region 4,2021,9,1300,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,9,280,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,9,228,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,9,2186,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,9,1017,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,9,2250,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,9,1824,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,10,1886,0,0,0,0,1,0,0,0
HHS Regions,Region 2,2021,10,2186,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,10,2630,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,10,2825,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,10,449,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,10,180,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,10,2506,1,0,0,1,0,0,0,0
HHS Regions,Region 8,2021,10,911,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,10,1871,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,10,1494,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,11,2528,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,11,3699,0,0,0,1,0,0,0,0
HHS Regions,Region 3,2021,11,1658,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2021,11,1095,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,11,470,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,11,191,0,0,1,1,0,0,0,0
HHS Regions,Region 7,2021,11,1190,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,11,555,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,11,1908,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,11,1328,0,0,2,0,0,0,0,0
HHS Regions,Region 1,2021,12,2236,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,12,4104,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,12,1198,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,12,1295,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,12,133,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,12,160,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,12,1743,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,12,897,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,12,2372,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,12,802,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,13,1869,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,13,3985,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,13,1172,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,13,1301,0,0,1,1,0,0,0,0
HHS Regions,Region 5,2021,13,140,0,0,2,0,0,0,0,0
HHS Regions,Region 6,2021,13,152,0,0,1,0,0,0,0,0
HHS Regions,Region 7,2021,13,1799,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,13,767,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,13,2255,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,13,435,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,14,2508,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,14,3969,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,14,1107,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,14,1168,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,14,157,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,14,128,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,14,1638,1,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,14,943,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,14,2155,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,14,378,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,15,2819,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,15,3635,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,15,2270,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2021,15,1234,1,0,0,1,0,0,0,0
HHS Regions,Region 5,2021,15,92,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,15,110,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,15,1829,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,15,954,0,0,2,1,0,0,0,0
HHS Regions,Region 9,2021,15,2186,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,15,414,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,16,99,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,16,3602,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,16,2496,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,16,1442,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,16,152,0,0,0,1,0,0,0,0
HHS Regions,Region 6,2021,16,112,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,16,1456,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,16,893,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,16,1893,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,16,252,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,17,117,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,17,3308,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,17,2598,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,17,1285,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,17,132,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,17,123,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,17,1691,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,17,1153,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,17,1889,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,17,505,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,18,25,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,18,3275,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,18,1761,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,18,993,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,18,130,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,18,115,0,0,0,0,1,0,0,0
HHS Regions,Region 7,2021,18,1254,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,18,912,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,18,1814,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,18,524,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,19,41,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,19,3088,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,19,1252,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,19,994,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,19,146,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,19,113,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,19,909,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,19,797,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,19,1736,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,19,320,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,20,28,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,20,2923,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,20,2288,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,20,939,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,20,111,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,20,131,0,0,0,0,5,0,0,0
HHS Regions,Region 7,2021,20,880,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,20,830,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,20,1769,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,20,166,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,21,45,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,21,2265,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,21,2488,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,21,908,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,21,85,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,21,99,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,21,808,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,21,695,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,21,1310,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,21,167,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,22,18,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,22,1382,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,22,1884,0,0,0,1,0,0,0,0
HHS Regions,Region 4,2021,22,650,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,22,111,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,22,77,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,22,619,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,22,738,0,0,2,0,0,0,0,0
HHS Regions,Region 9,2021,22,1205,1,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,22,114,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,23,10,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,23,1432,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,23,923,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,23,563,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,23,74,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,23,74,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,23,675,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,23,596,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,23,1193,0,0,1,0,0,0,0,0
HHS Regions,Region 10,2021,23,87,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,24,16,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,24,1547,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,24,1440,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,24,465,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,24,70,0,1,0,0,0,0,0,0
HHS Regions,Region 6,2021,24,73,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,24,586,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,24,676,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,24,651,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,24,47,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,25,13,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,25,2266,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,25,1735,0,0,0,0,1,0,0,0
HHS Regions,Region 4,2021,25,438,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,25,73,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,25,60,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,25,542,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,25,661,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,25,375,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,25,127,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,26,25,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,26,2231,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,26,1569,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,26,443,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,26,64,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,26,84,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,26,627,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,26,921,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,26,937,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,26,380,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,27,21,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,27,1859,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,27,1544,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,27,428,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,27,102,0,1,0,0,0,0,0,0
HHS Regions,Region 6,2021,27,98,0,0,1,0,0,0,0,0
HHS Regions,Region 7,2021,27,652,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,27,799,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,27,1050,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,27,134,0,0,0,1,0,0,0,0
HHS Regions,Region 1,2021,28,28,0,0,0,0,1,0,0,0
HHS Regions,Region 2,2021,28,2566,0,1,1,1,0,0,0,0
HHS Regions,Region 3,2021,28,1365,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,28,776,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,28,110,0,2,0,0,0,0,0,0
HHS Regions,Region 6,2021,28,105,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,28,997,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,28,828,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,28,2003,0,0,1,0,0,0,0,0
HHS Regions,Region 10,2021,28,156,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,29,8,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,29,1072,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,29,1827,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,29,912,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,29,88,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,29,131,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,29,1514,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,29,1019,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,29,1822,0,2,0,0,0,0,0,0
HHS Regions,Region 10,2021,29,157,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,30,15,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,30,43,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,30,1647,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,30,1201,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,30,78,1,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,30,139,0,1,0,0,0,0,0,0
HHS Regions,Region 7,2021,30,1708,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,30,1387,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,30,2708,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,30,339,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,31,14,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,31,73,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,31,2264,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,31,1984,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,31,115,0,0,1,0,0,0,0,0
HHS Regions,Region 6,2021,31,191,0,2,0,0,0,0,0,0
HHS Regions,Region 7,2021,31,2018,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,31,1509,0,0,2,0,0,0,0,0
HHS Regions,Region 9,2021,31,4663,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,31,688,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,32,15,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,32,91,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,32,2155,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,32,2605,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,32,115,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,32,273,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,32,2228,0,0,0,0,0,0,1,0
HHS Regions,Region 8,2021,32,1795,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,32,6279,0,1,2,0,0,0,0,0
HHS Regions,Region 10,2021,32,546,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,33,14,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,33,68,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,33,4426,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,33,3524,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,33,126,0,1,0,0,0,0,0,0
HHS Regions,Region 6,2021,33,346,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,33,2594,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2021,33,1910,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,33,8386,0,0,2,1,0,0,0,0
HHS Regions,Region 10,2021,33,334,0,1,0,0,0,0,0,0
HHS Regions,Region 1,2021,34,10,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,34,112,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,34,3900,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,34,3873,0,0,0,1,0,0,0,0
HHS Regions,Region 5,2021,34,112,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2021,34,497,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,34,3219,0,0,1,0,0,0,0,0
HHS Regions,Region 8,2021,34,2125,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,34,10066,0,0,4,2,0,0,0,0
HHS Regions,Region 10,2021,34,206,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,35,7,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,35,93,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,35,4476,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,35,2926,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,35,105,0,0,1,0,0,0,0,0
HHS Regions,Region 6,2021,35,387,0,0,1,0,0,0,0,0
HHS Regions,Region 7,2021,35,3166,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,35,2863,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,35,10769,0,0,0,1,1,0,0,0
HHS Regions,Region 10,2021,35,187,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,36,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,36,72,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,36,5443,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2021,36,2137,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,36,180,0,0,1,0,0,0,0,0
HHS Regions,Region 6,2021,36,227,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,36,2716,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,36,3013,0,0,4,1,0,0,0,0
HHS Regions,Region 9,2021,36,7038,0,0,1,0,0,0,0,0
HHS Regions,Region 10,2021,36,135,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,37,11,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,37,84,0,1,0,0,0,0,0,0
HHS Regions,Region 3,2021,37,6097,0,5,0,0,0,0,0,0
HHS Regions,Region 4,2021,37,1876,1,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,37,253,0,0,1,0,0,0,0,0
HHS Regions,Region 6,2021,37,235,0,0,0,0,2,0,0,0
HHS Regions,Region 7,2021,37,2656,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,37,2850,0,0,1,0,2,0,0,0
HHS Regions,Region 9,2021,37,6978,0,0,1,0,0,0,0,0
HHS Regions,Region 10,2021,37,169,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,38,16,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,38,96,1,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,38,6146,0,20,0,0,0,0,0,0
HHS Regions,Region 4,2021,38,1320,0,0,1,0,0,0,0,0
HHS Regions,Region 5,2021,38,405,0,2,0,0,0,0,0,0
HHS Regions,Region 6,2021,38,213,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,38,2315,2,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,38,2544,0,0,5,0,0,0,0,0
HHS Regions,Region 9,2021,38,6717,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2021,38,109,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,39,10,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,39,88,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,39,5466,0,35,0,0,0,0,0,0
HHS Regions,Region 4,2021,39,1140,0,0,1,1,0,0,0,0
HHS Regions,Region 5,2021,39,411,0,2,1,0,0,0,0,0
HHS Regions,Region 6,2021,39,279,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,39,2298,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,39,2003,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,39,6239,0,1,0,0,1,1,0,0
HHS Regions,Region 10,2021,39,138,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,40,13,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2021,40,118,0,1,0,1,0,0,0,0
HHS Regions,Region 3,2021,40,5044,0,79,1,1,0,0,0,0
HHS Regions,Region 4,2021,40,878,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2021,40,304,1,1,0,0,0,0,0,0
HHS Regions,Region 6,2021,40,618,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2021,40,2028,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2021,40,1713,0,0,1,0,0,0,0,0
HHS Regions,Region 9,2021,40,8933,0,1,3,2,3,0,0,0
HHS Regions,Region 10,2021,40,68,0,1,0,0,0,0,0,0
HHS Regions,Region 1,2021,41,395,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2021,41,96,0,0,0,1,0,0,0,0
HHS Regions,Region 3,2021,41,4811,0,88,1,3,0,0,0,0
HHS Regions,Region 4,2021,41,818,0,0,0,0,1,0,0,0
HHS Regions,Region 5,2021,41,274,0,3,0,1,0,0,1,0
HHS Regions,Region 6,2021,41,579,0,0,1,0,0,0,0,0
HHS Regions,Region 7,2021,41,1900,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,41,1824,0,0,0,1,0,0,0,0
HHS Regions,Region 9,2021,41,8466,0,2,0,2,1,0,0,0
HHS Regions,Region 10,2021,41,87,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,42,1963,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2021,42,76,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2021,42,5294,0,37,0,1,0,0,0,0
HHS Regions,Region 4,2021,42,739,0,3,2,0,0,0,0,0
HHS Regions,Region 5,2021,42,4923,0,3,0,1,0,0,0,0
HHS Regions,Region 6,2021,42,452,0,0,0,1,1,0,0,0
HHS Regions,Region 7,2021,42,2053,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2021,42,1911,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2021,42,6706,0,7,1,1,1,0,0,0
HHS Regions,Region 10,2021,42,677,0,0,0,0,1,0,0,0
